"Kingdom" "Phyla" "Class" "Order" "Family" "Genus" "lowest"
"ASV1850" "Bacteria" "Deinococcota" "Deinococci" "Deinococcales" "Trueperaceae" "Truepera" "g__Truepera"
"ASV1851" "Bacteria" "Bacillota" "Clostridia" "Lachnospirales" "Lachnospiraceae" "Herbinix" "g__Herbinix"
"ASV1852" "Bacteria" "Bacillota" "Dethiobacteria" "Dethiobacterales" "Dethiobacteraceae" "Dethiobacteraceae_insertae_sedis_genus" "g__Dethiobacteraceae_insertae_sedis_genus"
"ASV1854" "Bacteria" "Bacillota" "Clostridia" "Lutispora" "Lutispora_insertae_sedis_order" "Lutispora_insertae_sedis_family" "g__Lutispora_insertae_sedis_family"
"ASV1855" "Bacteria" "Armatimonadota" "Chthonomonadia" "Chthonomonadales" "Chthonomonadales_insertae_sedis_family" "Chthonomonadales_insertae_sedis_genus" "g__Chthonomonadales_insertae_sedis_genus"
"ASV1856" "Bacteria" "Verrucomicrobiota" "Verrucomicrobiia" "Opitutales" "Opitutaceae" "unclassified" "f__Opitutaceae"
"ASV1862" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV1863" "Bacteria" "Bacillota" "Bacilli" "Haloplasmatales" "Haloplasmataceae" "Haloplasma" "g__Haloplasma"
"ASV1864" "Bacteria" "Synergistota" "Synergistia" "Synergistales" "Synergistaceae" "Acetomicrobium" "g__Acetomicrobium"
"ASV1865" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "unclassified" "f__Oscillospiraceae"
"ASV1866" "Bacteria" "NB1-j" "NB1-j_insertae_sedis_class" "NB1-j_insertae_sedis_order" "NB1-j_insertae_sedis_family" "NB1-j_insertae_sedis_genus" "g__NB1-j_insertae_sedis_genus"
"ASV1868" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "Aggregatilineales_insertae_sedis_family" "Aggregatilineales_insertae_sedis_genus" "g__Aggregatilineales_insertae_sedis_genus"
"ASV1873" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "Ilumatobacteraceae" "Ilumatobacteraceae_insertae_sedis_genus" "g__Ilumatobacteraceae_insertae_sedis_genus"
"ASV1874" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV1876" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV1877" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1878" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Thermoactinomyces" "g__Thermoactinomyces"
"ASV1879" "Bacteria" "Gemmatimonadota" "Gemmatimonadia" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonadaceae_insertae_sedis_genus" "g__Gemmatimonadaceae_insertae_sedis_genus"
"ASV1886" "Bacteria" "Bacillota" "Thermaerobacteria" "Thermaerobacterales" "Thermaerobacteraceae" "Thermaerobacter" "g__Thermaerobacter"
"ASV1889" "Bacteria" "Acidobacteriota" "Subgroup_5" "Subgroup_5_insertae_sedis_order" "Subgroup_5_insertae_sedis_family" "Subgroup_5_insertae_sedis_genus" "g__Subgroup_5_insertae_sedis_genus"
"ASV1891" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV1895" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "Aggregatilineales_insertae_sedis_family" "Aggregatilineales_insertae_sedis_genus" "g__Aggregatilineales_insertae_sedis_genus"
"ASV1897" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV1898" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV1899" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "UCG-012" "g__UCG-012"
"ASV1900" "Bacteria" "Rhodothermota" "Rhodothermia" "Rhodothermales" "Rhodothermaceae" "unclassified" "f__Rhodothermaceae"
"ASV1901" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Actinomarinales" "Actinomarinales_insertae_sedis_family" "Actinomarinales_insertae_sedis_genus" "g__Actinomarinales_insertae_sedis_genus"
"ASV1902" "Bacteria" "Gemmatimonadota" "BD2-11_terrestrial_group" "BD2-11_terrestrial_group_insertae_sedis_order" "BD2-11_terrestrial_group_insertae_sedis_family" "BD2-11_terrestrial_group_insertae_sedis_genus" "g__BD2-11_terrestrial_group_insertae_sedis_genus"
"ASV1903" "Bacteria" "Chloroflexota" "Anaerolineae" "Caldilineales" "Caldilineaceae" "Caldilineaceae_insertae_sedis_genus" "g__Caldilineaceae_insertae_sedis_genus"
"ASV1904" "Bacteria" "Bacillota" "Clostridia" "Caldicoprobacterales" "Caldicoprobacteraceae" "Caldicoprobacter" "g__Caldicoprobacter"
"ASV1906" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Hymenobacteraceae" "Pontibacter" "g__Pontibacter"
"ASV1907" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Caldibacillus" "g__Caldibacillus"
"ASV1909" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "YM_S32_TM7_50_20" "YM_S32_TM7_50_20_insertae_sedis_genus" "g__YM_S32_TM7_50_20_insertae_sedis_genus"
"ASV1910" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "KF-JG30-B3" "KF-JG30-B3_insertae_sedis_genus" "g__KF-JG30-B3_insertae_sedis_genus"
"ASV1912" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Anaeromyxobacteraceae" "Anaeromyxobacter" "g__Anaeromyxobacter"
"ASV1913" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Ureibacillus" "g__Ureibacillus"
"ASV1915" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia" "g__Massilia"
"ASV1918" "Bacteria" "Bacillota" "Bacilli" "Haloplasmatales" "Haloplasmataceae" "Haloplasma" "g__Haloplasma"
"ASV1919" "Bacteria" "Bacillota" "Clostridia" "unclassified" "unclassified" "unclassified" "c__Clostridia"
"ASV1920" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_insertae_sedis_genus" "g__Anaerolineaceae_insertae_sedis_genus"
"ASV1921" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1923" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Actinomarinales" "Actinomarinales_insertae_sedis_family" "Actinomarinales_insertae_sedis_genus" "g__Actinomarinales_insertae_sedis_genus"
"ASV1924" "Bacteria" "Bacillota" "Clostridia" "Clostridiales" "Clostridiaceae" "Clostridium" "g__Clostridium"
"ASV1926" "Bacteria" "Bacillota" "Clostridia" "Christensenellales" "Christensenellaceae" "Christensenellaceae_insertae_sedis_genus" "g__Christensenellaceae_insertae_sedis_genus"
"ASV1928" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV1929" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV1930" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "YM_S32_TM7_50_20" "YM_S32_TM7_50_20_insertae_sedis_genus" "g__YM_S32_TM7_50_20_insertae_sedis_genus"
"ASV1931" "Bacteria" "Bacillota" "Bacilli" "Brevibacillales" "Brevibacillaceae" "Brevibacillus" "g__Brevibacillus"
"ASV1932" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Actinomarinales" "Actinomarinales_insertae_sedis_family" "Actinomarinales_insertae_sedis_genus" "g__Actinomarinales_insertae_sedis_genus"
"ASV1934" "Bacteria" "Bacillota" "Clostridia" "Oscillospirales" "Oscillospiraceae" "unclassified" "f__Oscillospiraceae"
"ASV1935" "Bacteria" "Bacillota" "Desulfotomaculia" "Desulfotomaculales" "Desulfotomaculales_Incertae_Sedis" "Desulfotomaculales_Incertae_Sedis_insertae_sedis_genus" "g__Desulfotomaculales_Incertae_Sedis_insertae_sedis_genus"
"ASV1937" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" "Vicinamibacteraceae_insertae_sedis_genus" "g__Vicinamibacteraceae_insertae_sedis_genus"
"ASV1943" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" "g__Anaerolinea"
"ASV1947" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV1949" "Bacteria" "Myxococcota" "Polyangiia" "Haliangiales" "Haliangiaceae" "unclassified" "f__Haliangiaceae"
"ASV1953" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Thermoactinomycetaceae_insertae_sedis_genus" "g__Thermoactinomycetaceae_insertae_sedis_genus"
"ASV1957" "Bacteria" "Chloroflexota" "Chloroflexia" "Thermomicrobiales" "Thermomicrobiaceae" "Thermomicrobiaceae_insertae_sedis_genus" "g__Thermomicrobiaceae_insertae_sedis_genus"
"ASV1958" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Thermobacillus" "g__Thermobacillus"
"ASV1962" "Bacteria" "Chloroflexota" "JG30-KF-CM66" "JG30-KF-CM66_insertae_sedis_order" "JG30-KF-CM66_insertae_sedis_family" "JG30-KF-CM66_insertae_sedis_genus" "g__JG30-KF-CM66_insertae_sedis_genus"
"ASV1963" "Bacteria" "Chloroflexota" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "unclassified" "f__Roseiflexaceae"
"ASV1966" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Thermomonosporaceae" "Thermobispora" "g__Thermobispora"
"ASV1967" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Comamonadaceae" "Roseateles" "g__Roseateles"
"ASV1968" "Bacteria" "Chloroflexota" "Chloroflexia" "Thermomicrobiales" "AKYG1722" "AKYG1722_insertae_sedis_genus" "g__AKYG1722_insertae_sedis_genus"
"ASV1969" "Bacteria" "Rhodothermota" "Rhodothermia" "Rhodothermales" "Rhodothermaceae" "Rhodothermus" "g__Rhodothermus"
"ASV1970" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacterales_insertae_sedis_family" "Vicinamibacterales_insertae_sedis_genus" "g__Vicinamibacterales_insertae_sedis_genus"
"ASV1971" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Methyloligellaceae" "Methyloligellaceae_insertae_sedis_genus" "g__Methyloligellaceae_insertae_sedis_genus"
"ASV1980" "Bacteria" "Actinomycetota" "Acidimicrobiia" "Microtrichales" "Ilumatobacteraceae" "Ilumatobacter" "g__Ilumatobacter"
"ASV1981" "Bacteria" "Patescibacteria" "Saccharimonadia" "Saccharimonadales" "Saccharimonadales_insertae_sedis_family" "Saccharimonadales_insertae_sedis_genus" "g__Saccharimonadales_insertae_sedis_genus"
"ASV1982" "Bacteria" "Acidobacteriota" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" "Vicinamibacteraceae_insertae_sedis_genus" "g__Vicinamibacteraceae_insertae_sedis_genus"
"ASV1983" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Rhizobiaceae" "unclassified" "f__Rhizobiaceae"
"ASV1984" "Bacteria" "Armatimonadota" "Chthonomonadia" "Chthonomonadales" "Chthonomonadales_insertae_sedis_family" "Chthonomonadales_insertae_sedis_genus" "g__Chthonomonadales_insertae_sedis_genus"
"ASV1986" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "Aggregatilineaceae" "Aggregatilinea" "g__Aggregatilinea"
"ASV1987" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "Paenibacillus" "g__Paenibacillus"
"ASV1988" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Croceibacterium" "g__Croceibacterium"
"ASV1989" "Bacteria" "Bacillota" "Bacilli" "Thermoactinomycetales" "Thermoactinomycetaceae" "Planifilum" "g__Planifilum"
"ASV1992" "Bacteria" "Bacillota" "Clostridia" "Clostridia_vadinBB60_group" "Clostridia_vadinBB60_group_insertae_sedis_family" "Clostridia_vadinBB60_group_insertae_sedis_genus" "g__Clostridia_vadinBB60_group_insertae_sedis_genus"
"ASV1993" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Alphaproteobacteria_insertae_sedis_order" "Alphaproteobacteria_insertae_sedis_family" "Alphaproteobacteria_insertae_sedis_genus" "g__Alphaproteobacteria_insertae_sedis_genus"
"ASV1994" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Methylophilaceae" "unclassified" "f__Methylophilaceae"
"ASV1997" "Bacteria" "NB1-j" "NB1-j_insertae_sedis_class" "NB1-j_insertae_sedis_order" "NB1-j_insertae_sedis_family" "NB1-j_insertae_sedis_genus" "g__NB1-j_insertae_sedis_genus"
"ASV1999" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Neobacillus" "g__Neobacillus"
"ASV2001" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Rickettsiellales" "Rickettsiellaceae" "Rickettsiellaceae_insertae_sedis_genus" "g__Rickettsiellaceae_insertae_sedis_genus"
"ASV2002" "Bacteria" "Thermodesulfobacteriota" "Desulfuromonadia" "Desulfuromonadales" "unclassified" "unclassified" "o__Desulfuromonadales"
"ASV2004" "Bacteria" "Bacillota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Bacillota"
"ASV2005" "Bacteria" "Actinomycetota" "Actinobacteria" "Mycobacteriales" "Nocardiaceae" "Rhodococcus" "g__Rhodococcus"
"ASV2006" "Bacteria" "Actinomycetota" "Actinobacteria" "Euzebyales" "Euzebyaceae" "Euzebyaceae_insertae_sedis_genus" "g__Euzebyaceae_insertae_sedis_genus"
"ASV2008" "Bacteria" "Chloroflexota" "unclassified" "unclassified" "unclassified" "unclassified" "p__Chloroflexota"
"ASV2010" "Bacteria" "Bacillota" "Clostridia" "Christensenellales" "Christensenellaceae" "Christensenellaceae_insertae_sedis_genus" "g__Christensenellaceae_insertae_sedis_genus"
"ASV2012" "Bacteria" "Chloroflexota" "JG30-KF-CM66" "JG30-KF-CM66_insertae_sedis_order" "JG30-KF-CM66_insertae_sedis_family" "JG30-KF-CM66_insertae_sedis_genus" "g__JG30-KF-CM66_insertae_sedis_genus"
"ASV312" "Bacteria" "Myxococcota" "Polyangiia" "Polyangiales" "Sandaracinaceae" "Sandaracinaceae_insertae_sedis_genus" "g__Sandaracinaceae_insertae_sedis_genus"
"ASV313" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "AKYG587" "g__AKYG587"
"ASV314" "Bacteria" "Acidobacteriota" "Acidobacteriae" "Bryobacterales" "Bryobacteraceae" "Bryobacter" "g__Bryobacter"
"ASV315" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV316" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Alphaproteobacteria_insertae_sedis_order" "Alphaproteobacteria_insertae_sedis_family" "Alphaproteobacteria_insertae_sedis_genus" "g__Alphaproteobacteria_insertae_sedis_genus"
"ASV317" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV318" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Thermomonosporaceae" "Thermomonospora" "g__Thermomonospora"
"ASV319" "Bacteria" "Bacillota" "Bacilli" "Paenibacillales" "Paenibacillaceae" "unclassified" "f__Paenibacillaceae"
"ASV320" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "Ureibacillus" "g__Ureibacillus"
"ASV321" "Bacteria" "Gemmatimonadota" "Gemmatimonadia" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas" "g__Gemmatimonas"
"ASV322" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" "g__Anaerolinea"
"ASV323" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV324" "Bacteria" "Bacillota" "Symbiobacteriia" "Symbiobacteriales" "Symbiobacteraceae" "Symbiobacterium" "g__Symbiobacterium"
"ASV325" "Bacteria" "Bacteroidota" "Bacteroidia" "Cytophagales" "Microscillaceae" "Microscillaceae_insertae_sedis_genus" "g__Microscillaceae_insertae_sedis_genus"
"ASV326" "Bacteria" "Bacillota" "Limnochordia" "Hydrogenispora" "Hydrogenispora_insertae_sedis_order" "Hydrogenispora_insertae_sedis_family" "g__Hydrogenispora_insertae_sedis_family"
"ASV327" "Bacteria" "Gemmatimonadota" "Longimicrobiia" "Longimicrobiales" "Longimicrobiaceae" "Longimicrobiaceae_insertae_sedis_genus" "g__Longimicrobiaceae_insertae_sedis_genus"
"ASV328" "Bacteria" "Myxococcota" "Myxococcia" "Myxococcales" "Vulgatibacteraceae" "Vulgatibacter" "g__Vulgatibacter"
"ASV329" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Burkholderiales" "Sutterellaceae" "Sutterellaceae_insertae_sedis_genus" "g__Sutterellaceae_insertae_sedis_genus"
"ASV330" "Bacteria" "unclassified" "unclassified" "unclassified" "unclassified" "unclassified" "k__Bacteria"
"ASV331" "Bacteria" "Rhodothermota" "Rhodothermia" "Rhodothermales" "Rhodothermaceae" "Rhodothermus" "g__Rhodothermus"
"ASV332" "Bacteria" "Pseudomonadota" "Alphaproteobacteria" "Hyphomicrobiales" "Methyloligellaceae" "Methyloligellaceae_insertae_sedis_genus" "g__Methyloligellaceae_insertae_sedis_genus"
"ASV333" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Planococcaceae" "Lysinibacillus" "g__Lysinibacillus"
"ASV334" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Gammaproteobacteria_Incertae_Sedis" "unclassified" "Acidibacter" "g__Acidibacter"
"ASV336" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV337" "Bacteria" "Myxococcota" "Polyangiia" "Haliangiales" "Haliangiaceae" "Haliangiaceae_insertae_sedis_genus" "g__Haliangiaceae_insertae_sedis_genus"
"ASV338" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "EPR3968-O8a-Bc78" "EPR3968-O8a-Bc78_insertae_sedis_family" "EPR3968-O8a-Bc78_insertae_sedis_genus" "g__EPR3968-O8a-Bc78_insertae_sedis_genus"
"ASV339" "Bacteria" "Actinomycetota" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "unclassified" "f__Pseudonocardiaceae"
"ASV340" "Bacteria" "Chloroflexota" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolineaceae_insertae_sedis_genus" "g__Anaerolineaceae_insertae_sedis_genus"
"ASV341" "Bacteria" "Planctomycetota" "Phycisphaerae" "Phycisphaerales" "Phycisphaeraceae" "Phycisphaeraceae_insertae_sedis_genus" "g__Phycisphaeraceae_insertae_sedis_genus"
"ASV342" "Bacteria" "Planctomycetota" "Phycisphaerae" "Pla1_lineage" "Pla1_lineage_insertae_sedis_family" "Pla1_lineage_insertae_sedis_genus" "g__Pla1_lineage_insertae_sedis_genus"
"ASV343" "Bacteria" "Myxococcota" "Polyangiia" "Polyangiales" "Sandaracinaceae" "Sandaracinaceae_insertae_sedis_genus" "g__Sandaracinaceae_insertae_sedis_genus"
"ASV344" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Streptosporangiaceae" "Thermopolyspora" "g__Thermopolyspora"
"ASV345" "Bacteria" "Bacillota" "Bacilli" "Aneurinibacillales" "Aneurinibacillaceae" "Aneurinibacillus" "g__Aneurinibacillus"
"ASV346" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Lysobacterales" "Lysobacteraceae" "Luteimonas" "g__Luteimonas"
"ASV347" "Bacteria" "Pseudomonadota" "Gammaproteobacteria" "Pseudomonadales" "unclassified" "unclassified" "o__Pseudomonadales"
"ASV348" "Bacteria" "Chloroflexota" "Anaerolineae" "Aggregatilineales" "Aggregatilineaceae" "Aggregatilinea" "g__Aggregatilinea"
"ASV349" "Bacteria" "Actinomycetota" "Actinobacteria" "Kitasatosporales" "Streptomycetaceae" "Streptomyces" "g__Streptomyces"
"ASV350" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV351" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochorda" "g__Limnochorda"
"ASV352" "Bacteria" "Actinomycetota" "Thermoleophilia" "Gaiellales" "Gaiellales_insertae_sedis_family" "Gaiellales_insertae_sedis_genus" "g__Gaiellales_insertae_sedis_genus"
"ASV353" "Bacteria" "Sumerlaeota" "Sumerlaeia" "Sumerlaeales" "Sumerlaeaceae" "Sumerlaea" "g__Sumerlaea"
"ASV354" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
"ASV355" "Bacteria" "Bacillota" "Bacilli" "Bacillales" "Bacillaceae" "unclassified" "f__Bacillaceae"
"ASV356" "Bacteria" "Actinomycetota" "Thermoleophilia" "Solirubrobacterales" "67-14" "67-14_insertae_sedis_genus" "g__67-14_insertae_sedis_genus"
"ASV357" "Bacteria" "Nitrospirota" "Nitrospiria" "Nitrospirales" "Nitrospiraceae" "Nitrospira" "g__Nitrospira"
"ASV358" "Bacteria" "Gemmatimonadota" "S0134_terrestrial_group" "S0134_terrestrial_group_insertae_sedis_order" "S0134_terrestrial_group_insertae_sedis_family" "S0134_terrestrial_group_insertae_sedis_genus" "g__S0134_terrestrial_group_insertae_sedis_genus"
"ASV359" "Bacteria" "Actinomycetota" "Actinobacteria" "Streptosporangiales" "Nocardiopsidaceae" "Thermobifida" "g__Thermobifida"
"ASV360" "Bacteria" "Bacillota" "Limnochordia" "Limnochordales" "Limnochordaceae" "Limnochordaceae_insertae_sedis_genus" "g__Limnochordaceae_insertae_sedis_genus"
